transaction_id,account_id,transaction_date,transaction_type,amount,currency,status,source_system
TXN0000058,ACC000058,2/28/2024,DEBIT,1072.5,USD,COMPLETED,ERP_CORE
TXN0000059,ACC000059,2/29/2024,CREDIT,1073.75,USD,COMPLETED,ERP_CORE
TXN0000060,ACC000060,3/1/2024,DEBIT,1075.0,USD,COMPLETED,ERP_CORE
TXN0000061,ACC000061,3/2/2024,CREDIT,1076.25,USD,COMPLETED,ERP_CORE
TXN0000062,ACC000062,3/3/2024,DEBIT,1077.5,USD,COMPLETED,ERP_CORE
TXN0000063,ACC000063,3/4/2024,CREDIT,1078.75,USD,COMPLETED,ERP_CORE
TXN0000064,ACC000064,3/5/2024,DEBIT,1080.0,USD,COMPLETED,ERP_CORE
TXN0000065,ACC000065,3/6/2024,CREDIT,1081.25,USD,COMPLETED,ERP_CORE
TXN0000066,ACC000066,3/7/2024,DEBIT,1082.5,USD,COMPLETED,ERP_CORE
TXN0000067,ACC000067,3/8/2024,CREDIT,1083.75,USD,COMPLETED,ERP_CORE
TXN0000068,ACC000068,3/9/2024,DEBIT,1085.0,USD,COMPLETED,ERP_CORE
TXN0000069,ACC000069,3/10/2024,CREDIT,1086.25,USD,COMPLETED,ERP_CORE
TXN0000070,ACC000070,3/11/2024,DEBIT,1087.5,USD,COMPLETED,ERP_CORE
TXN0000071,ACC000071,3/12/2024,CREDIT,1088.75,USD,COMPLETED,ERP_CORE
TXN0000072,ACC000072,3/13/2024,DEBIT,1090.0,USD,COMPLETED,ERP_CORE
TXN0000073,ACC000073,3/14/2024,CREDIT,1091.25,USD,COMPLETED,ERP_CORE
TXN0000074,ACC000074,3/15/2024,DEBIT,1092.5,USD,COMPLETED,ERP_CORE
TXN0000075,ACC000075,3/16/2024,CREDIT,1093.75,USD,COMPLETED,ERP_CORE
TXN0000076,ACC000076,3/17/2024,DEBIT,1095.0,USD,COMPLETED,ERP_CORE
TXN0000077,ACC000077,3/18/2024,CREDIT,1096.25,USD,COMPLETED,ERP_CORE
TXN0000078,ACC000078,3/19/2024,DEBIT,1097.5,USD,COMPLETED,ERP_CORE
TXN0000079,ACC000079,3/20/2024,CREDIT,1098.75,USD,COMPLETED,ERP_CORE
TXN0000080,ACC000080,3/21/2024,DEBIT,1100.0,USD,COMPLETED,ERP_CORE
TXN0000081,ACC000081,3/22/2024,CREDIT,1101.25,USD,COMPLETED,ERP_CORE
TXN0000082,ACC000082,3/23/2024,DEBIT,1102.5,USD,COMPLETED,ERP_CORE
TXN0000083,ACC000083,3/24/2024,CREDIT,1103.75,USD,COMPLETED,ERP_CORE
TXN0000084,ACC000084,3/25/2024,DEBIT,1105.0,USD,COMPLETED,ERP_CORE
TXN0000085,ACC000085,3/26/2024,CREDIT,1106.25,USD,COMPLETED,ERP_CORE
TXN0000086,ACC000086,3/27/2024,DEBIT,1107.5,USD,COMPLETED,ERP_CORE
TXN0000087,ACC000087,3/28/2024,CREDIT,1108.75,USD,COMPLETED,ERP_CORE
TXN0000088,ACC000088,3/29/2024,DEBIT,1110.0,USD,COMPLETED,ERP_CORE
TXN0000089,ACC000089,3/30/2024,CREDIT,1111.25,USD,COMPLETED,ERP_CORE
TXN0000090,ACC000090,3/31/2024,DEBIT,1112.5,USD,COMPLETED,ERP_CORE
TXN0000091,ACC000091,4/1/2024,CREDIT,1113.75,USD,COMPLETED,ERP_CORE
TXN0000092,ACC000092,4/2/2024,DEBIT,1115.0,USD,COMPLETED,ERP_CORE
TXN0000093,ACC000093,4/3/2024,CREDIT,1116.25,USD,COMPLETED,ERP_CORE
TXN0000094,ACC000094,4/4/2024,DEBIT,1117.5,USD,COMPLETED,ERP_CORE
TXN0000095,ACC000095,4/5/2024,CREDIT,1118.75,USD,COMPLETED,ERP_CORE
TXN0000096,ACC000096,4/6/2024,DEBIT,1120.0,USD,COMPLETED,ERP_CORE
TXN0000097,ACC000097,4/7/2024,CREDIT,1121.25,USD,COMPLETED,ERP_CORE
TXN0000098,ACC000098,4/8/2024,DEBIT,1122.5,USD,COMPLETED,ERP_CORE
TXN0000099,ACC000099,4/9/2024,CREDIT,1123.75,USD,COMPLETED,ERP_CORE
TXN0000100,ACC000100,4/10/2024,DEBIT,1125.0,USD,COMPLETED,ERP_CORE
