ProductID,ProductName,Category,SubCategory,Brand,UOM,Length_cm,Width_cm,Height_cm,Weight_kg,Price,CountryOfOrigin,Barcode
1036,Product-35,Apparel,Appliances,HomePro,KG,120,77,93,3.435828639661283,16291,India,1.14844E+12
1037,Product-36,Footwear,Women,HeatPro,LT,69,42,61,6.669218335,18551,INd,4.86183E+12
1038,Product-37,Electronics,Containers,WissenTech,KG,101,129,103,8.008118873,32530,USA,7.42996E+12
1039,Product-38,Appliances,Men,HomePro,PR,110,62,107,10.175659077158572,22101,Thailand,3.86077E+12
1040,Product-39,Footwear,Tops,WearMax,KG,126,91,14,10.090636499327346,-1873,China,
1041,Product-40,Footwear,Shoes,WearMax,KG,149,72,2,4.959458482005909,19431,Germany,6.65353E+12
1042,Product-41,Storage,Pants,WissenTech,EA,123,17,33,8.703059487920557,6694,Germany,9.04949E+12
1043,Product-42,Electronics,Tops,FastRun,PR,140,22,102,6.678506180427505,44422,USA,
1044,Product-43,Storage,Shoes,WissenTech,PR,-1,16,85,2.632104719574976,-1618,Germany,4.35236E+12
1045,Product-44,Appliances,Appliances,HeatPro,EA,49,17,59,3.661732774,23736,China,8.95673E+12
1046,Product-45,Kitchenware,Tops,WissenTech,LT,43,133,66,3.4990329209708957,21682,China,8.59423E+12
1047,Product-46,Footwear,Men,WearMax,PR,106,17,62,8.938903520130491,40946,China,3.76661E+12
1048,Product-47,Kitchenware,Laptops,FastRun,EA,142,146,104,9.706163815489923,55498,Thailand,1.98451E+12
1049,Product-48,Kitchenware,Women,WearMax,LT,140,119,142,5.902985189770314,37382,Thailand,9.4896E+12
1050,Product-49,Appliances,Containers,HeatPro,LT,37,7,142,11.172213384637573,2638,India,7.78907E+12
1051,Product-50,Electronics,Bottles,HomePro,EA,111,85,3,5.594063901985717,27551,Germany,7.42411E+12
1052,Product-51,Kitchenware,Shoes,HeatPro,EA,76,77,1,0.9762681878033097,30186,Germany,2.97321E+12
1053,Product-52,Storage,Shoes,HomePro,LT,92,8,60,4.059213759461167,40592,Germany,9.57401E+12
1054,Product-53,Electronics,Pants,WearMax,EA,48,43,78,10.112550094383122,9209,INd,6.51278E+12
1055,Product-54,Storage,Tops,HomePro,KG,83,130,15,11.864435845586327,15655,Thailand,5.26127E+12
1056,Product-55,Footwear,Containers,HeatPro,KG,16,3,-3,7.1287335708610176,11230,INd,3.16611E+12
1057,Product-56,Appliances,Tops,HomePro,EA,111,88,132,3.3980867559006205,34421,USA,3.1135E+12
1058,Product-57,Electronics,Appliances,HeatPro,EA,118,21,145,11.677768179729927,19130,USA,5.41329E+12
1059,Product-58,Kitchenware,Containers,WissenTech,KG,43,33,82,7.119800047231612,14037,India,5.14565E+12
1060,Product-59,Kitchenware,Bottles,WissenTech,KG,55,92,50,7.952386313900252,54093,USA,1.8242E+12
1061,Product-60,Footwear,Shoes,WearMax,EA,148,61,-2,1.5079247670355578,41734,INd,2.66164E+12
1062,Product-61,Kitchenware,Women,WearMax,EA,143,87,6,9.739264006542442,8257,India,4.03914E+12
1063,Product-62,Appliances,Containers,HomePro,LT,109,17,1,8.621332366581672,7015,China,7.33176E+12
1064,Product-63,Footwear,Laptops,HomePro,LT,45,36,78,3.762067211489322,197,USA,2.19227E+12
1065,Product-64,Kitchenware,Men,WissenTech,PR,4,87,93,2.967972996331664,37420,INd,8.84197E+12
1066,Product-65,Kitchenware,Appliances,WissenTech,EA,90,111,140,8.645871317329046,7850,China,9.47071E+12
1067,Product-66,Storage,Laptops,WissenTech,EA,71,-3,66,6.630907724278403,23864,INd,9.36809E+12
1068,Product-67,Appliances,Laptops,HeatPro,KG,127,94,15,6.022829969787859,15504,China,
1069,Product-68,Storage,Appliances,HomePro,EA,103,99,140,9.399605706,22854,USA,1.64802E+12
1070,Product-69,Kitchenware,Shoes,Wissen,EA,106,148,147,3.0591759587300675,34127,China,9.1257E+12
1071,Product-70,Footwear,Bottles,Wissen,LT,141,109,54,6.820008160046158,26833,USA,6.50301E+12
1072,Product-71,Electronics,Women,WearMax,EA,35,43,86,8.289195111129946,9210,India,7.78804E+12
1073,Product-72,Appliances,Shoes,HomePro,KG,127,124,83,6.952391396691663,20481,Thailand,2.02606E+12
1074,Product-73,Electronics,Containers,FastRun,LT,88,58,28,11.085156933208367,37391,Thailand,3.09434E+12
1075,Product-74,Apparel,Laptops,WearMax,KG,37,84,81,2.8811094122273384,54938,Germany,9.77188E+12
1076,Product-75,Electronics,Laptops,HomePro,PR,23,33,106,8.442696510269828,-383,China,6.45951E+12
1077,Product-76,Footwear,Men,HeatPro,LT,12,139,25,0.010939532840483324,5408,Thailand,1.89658E+12
1078,Product-77,Apparel,Women,Wissen,LT,-2,51,6,0.5491768713424876,44381,India,6.166E+12
1079,Product-78,Kitchenware,Bottles,FastRun,KG,123,77,91,6.104262377671881,59348,Germany,4.21342E+12
1080,Product-79,Storage,Pants,WissenTech,EA,81,88,101,5.732818092113229,37509,Germany,7.7406E+12
1081,Product-80,Apparel,Laptops,WearMax,LT,22,142,13,9.979416505,58374,USA,8.6392E+12
1082,Product-81,Apparel,Appliances,HeatPro,KG,88,117,42,9.021447834154431,14516,China,7.23766E+12
1083,Product-82,Kitchenware,Tops,HomePro,KG,137,39,8,8.594704067753888,1324,Germany,7.55792E+12
1084,Product-83,Kitchenware,Bottles,Wissen,KG,125,5,11,7.441100632936664,42365,India,9.77514E+12
1085,Product-84,Kitchenware,Containers,Wissen,EA,79,40,62,-0.743870431,49622,USA,8.24652E+12
1086,Product-85,Electronics,Appliances,HeatPro,LT,47,106,117,3.9677210520052686,7874,Thailand,3.51232E+12
1087,Product-86,Electronics,Containers,WissenTech,KG,21,-1,124,8.601811831182053,34119,India,7.18668E+12
1088,Product-87,Kitchenware,Bottles,WearMax,KG,35,52,144,4.475875598705559,18278,USA,6.58759E+12
1089,Product-88,Footwear,Men,FastRun,KG,76,101,132,7.424100691969777,51703,Germany,6.70044E+12
1090,Product-89,Electronics,Women,HeatPro,LT,47,60,124,8.020032742722243,17638,China,7.3926E+12
1091,Product-90,Kitchenware,Tops,WearMax,LT,36,128,8,9.466071724036782,24548,Germany,5.07062E+12
1092,Product-91,Storage,Pants,WearMax,KG,45,70,111,7.719511572103073,21864,USA,6.40173E+12
1093,Product-92,Footwear,Pants,WissenTech,EA,97,4,72,7.559259311584643,26758,Germany,8.49329E+12
1094,Product-93,Electronics,Appliances,WissenTech,EA,79,62,108,4.140945083049941,29604,Germany,5.65369E+12
1095,Product-94,Apparel,Pants,WissenTech,LT,-2,122,101,-0.048662396,37347,Germany,9.62372E+12
1096,Product-95,Appliances,Bottles,FastRun,PR,37,118,129,1.8243745724674971,30991,India,7.79886E+12
1097,Product-96,Electronics,Pants,WearMax,PR,68,74,57,2.683007863374806,39595,INd,7.78672E+12
1098,Product-97,Footwear,Laptops,Wissen,LT,76,120,142,5.227601099858227,48192,Thailand,5.27034E+12
1099,Product-98,Apparel,Bottles,WissenTech,LT,-2,120,77,2.5218785314406147,55129,USA,2.42887E+12
1100,Product-99,Kitchenware,Laptops,Wissen,KG,49,143,89,11.222158682385057,36158,Thailand,3.5777E+12
1101,Product-100,Storage,Tops,WissenTech,PR,147,100,129,10.326088203473972,235,Thailand,9.36408E+12
1102,Product-101,Appliances,Laptops,HeatPro,LT,9,52,6,2.7063011447445526,11585,Germany,6.33839E+12
1103,Product-102,Kitchenware,Men,WissenTech,KG,51,84,122,6.787280803156584,33267,INd,4.43412E+12
1104,Product-103,Footwear,Men,HeatPro,KG,30,54,39,6.168109729,1082,Germany,2.48809E+12
1105,Product-104,Appliances,Laptops,Wissen,LT,86,93,44,-0.708748022,2422,India,
1106,Product-105,Storage,Shoes,Wissen,EA,80,123,143,-0.340403792,55317,Germany,9.68003E+12
1107,Product-106,Electronics,Shoes,HomePro,KG,72,124,141,9.292121533631338,25434,USA,5.35506E+12
1108,Product-107,Footwear,Pants,FastRun,PR,87,27,40,11.702885168616241,42975,Thailand,4.28461E+12
1109,Product-108,Electronics,Appliances,Wissen,PR,108,78,85,-0.614576387,11012,Thailand,1.53339E+12
1110,Product-109,Appliances,Tops,HomePro,KG,84,1,2,6.046710292170445,52188,China,4.34498E+12
1111,Product-110,Kitchenware,Tops,FastRun,PR,87,117,92,9.426576007517824,20675,Germany,5.79507E+12
1112,Product-111,Kitchenware,Appliances,HeatPro,LT,129,117,61,3.332467257321956,2875,India,7.44021E+12
1113,Product-112,Appliances,Appliances,WearMax,PR,54,4,111,4.764642983685805,22094,USA,3.37645E+12
1114,Product-113,Appliances,Tops,WissenTech,LT,117,97,97,3.2360891839685317,17306,Germany,7.79144E+12
1115,Product-114,Electronics,Men,WearMax,PR,80,112,0,2.571216467005945,-1679,USA,8.62436E+12
1116,Product-115,Apparel,Bottles,HeatPro,PR,22,22,27,9.471216148049047,15482,Germany,
1117,Product-116,Appliances,Tops,WissenTech,KG,4,122,94,7.461303296574311,17220,Germany,2.96533E+12
1118,Product-117,Kitchenware,Women,WissenTech,KG,58,127,5,9.286558004236019,1794,INd,1.59418E+12
1119,Product-118,Appliances,Women,WissenTech,EA,54,10,20,6.7044670652290295,10035,Germany,4.18116E+12
1120,Product-119,Apparel,Shoes,FastRun,KG,117,70,7,8.587791463998819,49014,Germany,4.01439E+12
1121,Product-120,Storage,Women,HeatPro,PR,101,60,2,7.038430987951397,19038,China,1.21476E+12
1122,Product-121,Appliances,Pants,HomePro,LT,60,26,-5,9.873565073101318,16143,India,5.96979E+12
1123,Product-122,Footwear,Laptops,FastRun,LT,52,59,66,6.309302653088546,27167,China,
1124,Product-123,Apparel,Bottles,HeatPro,KG,129,95,1,11.788539474231234,39578,Germany,1.028E+12
1125,Product-124,Apparel,Women,HomePro,KG,149,-2,65,8.367065884483367,47261,India,5.01218E+12
1126,Product-125,Appliances,Containers,WearMax,EA,4,78,140,10.834282304499865,15452,China,5.17986E+12
1127,Product-126,Electronics,Containers,FastRun,PR,36,97,12,9.628742872794415,54407,Germany,7.55896E+12
1128,Product-127,Apparel,Containers,WissenTech,PR,0,8,75,7.988794274079524,52797,Germany,3.28869E+12
1129,Product-128,Footwear,Women,WissenTech,LT,61,81,25,4.449444014350864,11650,Thailand,2.88924E+12
1130,Product-129,Kitchenware,Containers,FastRun,LT,66,-3,61,2.914533436,54775,INd,5.42746E+12
1131,Product-130,Electronics,Shoes,Wissen,PR,111,11,36,0.39422728045459454,30132,China,6.53153E+12
1132,Product-131,Apparel,Pants,HeatPro,LT,71,54,94,8.885555822363392,34878,USA,1.45316E+12
1133,Product-132,Footwear,Women,WearMax,KG,115,68,-5,5.4202201752898125,51571,Germany,7.90905E+12
1134,Product-133,Electronics,Women,FastRun,PR,22,11,79,9.488605121,1274,Germany,2.3605E+12
1135,Product-134,Storage,Appliances,WearMax,LT,18,0,-4,3.6709744436900706,2194,China,1.13675E+12
1136,Product-135,Storage,Bottles,Wissen,LT,55,85,20,0.41427720982065885,15933,USA,3.25196E+12
1137,Product-136,Appliances,Appliances,FastRun,KG,106,128,63,0.5046481626556445,32224,Thailand,3.07035E+12
1138,Product-137,Footwear,Tops,WearMax,PR,27,102,147,5.4646830561568915,38278,China,3.01108E+12
1139,Product-138,Electronics,Pants,WearMax,LT,4,120,39,-0.05649728,7547,Germany,1.00977E+12
1140,Product-139,Kitchenware,Bottles,HomePro,LT,-5,32,105,6.924129047283828,25680,Thailand,2.95645E+12
1141,Product-140,Footwear,Laptops,FastRun,LT,19,6,107,11.247693964899454,25053,India,6.12176E+12
1142,Product-141,Footwear,Tops,HeatPro,PR,129,133,52,5.526267684213464,32539,Germany,1.25879E+12
1143,Product-142,Kitchenware,Laptops,FastRun,KG,123,5,120,8.666466706494623,13120,Germany,2.79707E+12
1144,Product-143,Electronics,Shoes,WissenTech,EA,-2,109,148,7.075635919002281,12720,Thailand,9.71181E+12
1145,Product-144,Appliances,Men,WissenTech,KG,94,2,13,-0.302115521,46997,Thailand,8.09011E+12
1146,Product-145,Storage,Laptops,WissenTech,LT,72,144,98,11.122150389316724,-1074,INd,9.61139E+12
1147,Product-146,Storage,Pants,HomePro,EA,114,31,30,2.1244218442145333,12560,Thailand,
1148,Product-147,Appliances,Laptops,WearMax,PR,32,25,13,3.9862977090946776,30899,Germany,6.08414E+12
1149,Product-148,Appliances,Laptops,HeatPro,LT,60,108,34,-0.760575897,3238,China,1.28591E+12
1150,Product-149,Apparel,Men,WearMax,EA,24,35,1,5.316866475509632,46300,Thailand,4.83025E+12
1151,Product-150,Storage,Appliances,WissenTech,LT,72,17,5,3.576151232,34415,USA,5.25648E+12
1152,Product-151,Footwear,Tops,WearMax,LT,143,122,36,7.865214447657811,30051,INd,3.1871E+12
1153,Product-152,Apparel,Tops,HomePro,LT,100,117,106,8.783206067915739,43514,Thailand,6.0302E+12
1154,Product-153,Footwear,Shoes,HomePro,KG,40,53,61,8.959976781472125,1248,Thailand,4.31515E+12
1155,Product-154,Kitchenware,Laptops,FastRun,EA,66,12,1,0.17269427276432303,35572,Germany,1.75139E+12
1156,Product-155,Appliances,Tops,FastRun,EA,136,6,121,4.074357014481551,11757,India,8.71349E+12
1157,Product-156,Kitchenware,Men,HeatPro,LT,120,48,131,-0.549179351,53425,USA,2.75334E+12
1158,Product-157,Apparel,Pants,HomePro,LT,73,24,89,10.668073710477778,25699,India,8.09634E+12
1159,Product-158,Appliances,Appliances,WearMax,LT,63,12,41,0.4786473091735892,4175,USA,9.84677E+12
1160,Product-159,Electronics,Containers,HeatPro,EA,108,5,76,6.2058402544760956,21833,India,4.04222E+12
1161,Product-160,Footwear,Pants,HeatPro,PR,-2,10,37,0.7316172604004314,-3236,INd,7.83429E+12
1162,Product-161,Storage,Shoes,WearMax,KG,81,107,148,11.56330802835312,54107,INd,9.91737E+12
1163,Product-162,Kitchenware,Laptops,FastRun,KG,136,44,115,5.777366208251094,36443,Germany,4.10179E+12
1164,Product-163,Appliances,Pants,FastRun,KG,130,5,128,3.0931567804692213,56897,China,8.29678E+12
1165,Product-164,Appliances,Men,HeatPro,PR,16,40,73,4.471133513560292,18546,USA,5.74166E+12
1166,Product-165,Apparel,Bottles,WissenTech,EA,42,54,3,3.9812587905661703,26055,China,6.37285E+12
1167,Product-166,Electronics,Women,Wissen,PR,134,50,16,11.492893070631055,29873,India,8.21529E+12
1168,Product-167,Electronics,Appliances,HeatPro,KG,123,37,19,11.580082164628942,23045,India,5.09332E+12
1169,Product-168,Footwear,Men,HeatPro,PR,140,116,99,-0.57108981,58679,China,3.70192E+12
1170,Product-169,Apparel,Women,WissenTech,LT,77,98,132,11.570216147928457,45417,Thailand,3.77081E+12
1171,Product-170,Storage,Pants,HomePro,PR,64,48,104,0.27466607751454375,1848,Thailand,7.78143E+12
1172,Product-171,Footwear,Women,FastRun,PR,49,10,83,5.521618234,25703,INd,3.01742E+12
1173,Product-172,Apparel,Appliances,Wissen,KG,4,57,31,5.901463251921282,26998,China,9.10352E+12
1174,Product-173,Apparel,Appliances,WearMax,PR,45,75,96,7.5575759107308365,5025,Germany,
1175,Product-174,Appliances,Women,HomePro,LT,-2,105,102,11.908659370879574,26972,Germany,9.6329E+12
1176,Product-175,Storage,Men,WearMax,PR,34,47,-5,0.4384912372422689,53541,USA,7.97322E+12
1177,Product-176,Kitchenware,Containers,HeatPro,EA,48,53,-4,0.13336921633338195,45323,USA,9.0661E+12
1178,Product-177,Storage,Men,FastRun,EA,117,136,23,11.580742022746927,40053,India,3.5876E+12
1179,Product-178,Storage,Tops,Wissen,KG,99,73,29,10.359729811299253,24690,INd,1.04465E+12
1180,Product-179,Storage,Laptops,WearMax,KG,147,3,37,5.402962811737476,14294,Thailand,9.2195E+12
1181,Product-180,Storage,Pants,HomePro,EA,44,143,28,1.1149776495296049,37746,USA,6.96674E+12
1182,Product-181,Storage,Men,HeatPro,LT,97,110,31,4.915110265064143,11244,Germany,5.63168E+12
1183,Product-182,Footwear,Shoes,WearMax,PR,100,105,25,2.2359821704811185,27047,Thailand,1.66331E+12
1184,Product-183,Footwear,Pants,Wissen,PR,22,51,52,7.7701314314516985,32658,China,9.41739E+12
1185,Product-184,Appliances,Tops,HomePro,KG,91,145,95,1.7538709535613681,36477,USA,4.44678E+12
1186,Product-185,Apparel,Tops,WissenTech,LT,89,69,61,6.088909806228903,828,Germany,9.99295E+12
1187,Product-186,Apparel,Containers,HeatPro,KG,108,-2,64,4.788247507951157,19065,USA,9.94782E+12
1188,Product-187,Storage,Containers,FastRun,PR,148,72,45,3.185750448193687,21691,Thailand,5.11733E+12
1189,Product-188,Storage,Shoes,HeatPro,PR,146,21,89,3.6931918151924545,36398,Germany,5.62826E+12
1190,Product-189,Appliances,Laptops,HeatPro,LT,69,87,-4,7.244801046428153,31925,INd,7.71998E+12
1191,Product-190,Appliances,Bottles,WearMax,LT,105,-2,70,11.863453981385243,47299,Germany,6.00617E+12
1192,Product-191,Appliances,Women,WearMax,KG,142,28,37,0.2785836881163868,9530,India,5.13118E+12
1193,Product-192,Kitchenware,Appliances,WearMax,LT,132,29,122,1.592926517713456,25592,Germany,4.113E+12
1194,Product-193,Apparel,Pants,HomePro,KG,82,43,88,9.062267702502758,31367,USA,9.13049E+12
1195,Product-194,Electronics,Women,HeatPro,PR,40,69,103,5.663077579175235,-3616,Thailand,7.40727E+12
1196,Product-195,Storage,Laptops,WissenTech,EA,121,67,79,11.787591440881116,38889,India,5.65195E+12
1197,Product-196,Apparel,Men,WearMax,EA,15,-4,115,6.187201427294373,54318,Germany,4.65475E+12
1198,Product-197,Footwear,Pants,WissenTech,PR,59,67,109,5.152252044836638,43211,Thailand,3.46182E+12
1199,Product-198,Appliances,Appliances,FastRun,KG,27,22,135,10.830117560877781,3136,China,1.29663E+12
1200,Product-199,Footwear,Men,WissenTech,PR,36,103,63,3.209760882761886,28732,Germany,1.35836E+12
1201,Product-200,Storage,Women,WearMax,EA,137,118,34,1.532882467,-4727,USA,5.61693E+12
1202,Product-201,Appliances,Men,HomePro,LT,50,65,95,7.936676061334932,16732,USA,4.15172E+12
1203,Product-202,Storage,Bottles,Wissen,LT,60,23,1,6.6369391817818055,16317,Thailand,6.42257E+12
1204,Product-203,Footwear,Shoes,WearMax,PR,43,138,86,3.2010210467266242,49511,USA,2.4737E+12
1205,Product-204,Apparel,Appliances,FastRun,EA,124,97,106,10.148474567442298,7973,INd,6.1735E+12
1206,Product-205,Appliances,Tops,WearMax,KG,57,141,83,1.9084942117655466,20459,India,4.38627E+12
1207,Product-206,Storage,Shoes,FastRun,EA,145,100,17,7.071679240703764,37890,USA,9.14459E+12
1208,Product-207,Electronics,Women,WissenTech,EA,-3,110,12,6.132643560687047,45276,India,8.40182E+12
1209,Product-208,Electronics,Laptops,FastRun,PR,117,19,8,5.718181188358744,59794,Germany,9.73053E+12
1210,Product-209,Footwear,Appliances,HomePro,PR,110,19,118,2.1227171895803267,55820,USA,5.77173E+12
1211,Product-210,Storage,Appliances,WissenTech,PR,42,112,35,10.505459812849834,9122,INd,7.92831E+12
1212,Product-211,Storage,Containers,WearMax,KG,102,142,41,4.507640893398003,34328,Germany,4.92777E+12
1213,Product-212,Storage,Containers,Wissen,LT,106,38,98,-0.192287725,43727,Germany,6.93025E+12
1214,Product-213,Kitchenware,Appliances,HomePro,PR,133,126,17,6.9485198110657445,4307,India,3.75296E+12
1215,Product-214,Storage,Tops,HeatPro,PR,17,46,3,4.876555214832393,41363,USA,3.57348E+12
1216,Product-215,Footwear,Laptops,FastRun,KG,109,30,57,5.2967868907380735,27805,China,8.88647E+12
1217,Product-216,Appliances,Pants,HomePro,KG,105,116,51,11.425645840013878,20974,Germany,2.98582E+12
1218,Product-217,Storage,Pants,Wissen,KG,61,125,38,2.111116267137888,26234,China,4.39951E+12
1219,Product-218,Electronics,Shoes,WearMax,KG,70,0,60,-0.222844886,23091,India,4.98506E+12
1220,Product-219,Kitchenware,Containers,WissenTech,EA,84,20,95,2.1312234050602212,9381,India,7.59447E+12
1221,Product-220,Appliances,Containers,HeatPro,EA,74,37,21,5.825652643537181,34898,USA,5.72516E+12
1222,Product-221,Electronics,Shoes,HeatPro,PR,97,67,120,2.965065256942056,-4095,USA,5.83864E+12
1223,Product-222,Storage,Men,WearMax,EA,124,89,100,6.242224900521826,35438,Germany,1.45987E+12
1224,Product-223,Storage,Laptops,WearMax,EA,96,135,115,1.189991715129557,30959,China,3.60621E+12
1225,Product-224,Storage,Appliances,FastRun,EA,125,100,78,7.590980373318573,18898,Germany,1.567E+12
1226,Product-225,Kitchenware,Shoes,Wissen,LT,66,79,70,6.2489605324109965,52664,China,1.15565E+12
1227,Product-226,Storage,Containers,HeatPro,EA,67,132,43,10.792546104898845,21809,China,8.76815E+12
1228,Product-227,Apparel,Laptops,Wissen,KG,121,110,145,4.735317144,25560,INd,3.12E+12
1229,Product-228,Kitchenware,Men,FastRun,LT,64,111,102,0.9266913985675931,16658,China,4.58618E+12
1230,Product-229,Storage,Women,HeatPro,KG,58,46,83,2.904876730296042,50487,Thailand,5.69089E+12
1231,Product-230,Appliances,Shoes,FastRun,LT,47,125,97,11.089737828746543,33365,India,9.74312E+12
1232,Product-231,Footwear,Laptops,HeatPro,LT,7,11,16,8.947008586560841,16483,India,3.3664E+12
1233,Product-232,Footwear,Shoes,WearMax,LT,123,116,71,9.517873024,22602,USA,9.84138E+12
1234,Product-233,Storage,Shoes,HeatPro,LT,84,130,130,11.797754818938676,38119,Thailand,9.9437E+12
1235,Product-234,Footwear,Laptops,WissenTech,KG,61,68,12,3.6102879185234835,33514,INd,7.86853E+12
1236,Product-235,Footwear,Tops,HeatPro,EA,63,145,98,3.699475351924625,41910,Germany,5.73585E+12
1237,Product-236,Apparel,Men,WearMax,PR,12,116,105,7.839275235883568,30820,Thailand,5.54888E+12
1238,Product-237,Footwear,Tops,FastRun,PR,85,110,93,11.38493493028492,14790,Thailand,7.71744E+12
1239,Product-238,Electronics,Appliances,WissenTech,KG,-5,60,84,10.97611206060931,47068,India,3.34463E+12
1240,Product-239,Footwear,Men,HeatPro,KG,141,132,50,11.038587654715176,25379,China,2.34538E+12
1241,Product-240,Footwear,Shoes,HeatPro,LT,58,-5,22,5.824892824035512,25536,USA,6.68243E+12
1242,Product-241,Kitchenware,Women,WissenTech,LT,149,19,11,10.60692245,40265,USA,8.87848E+12
1243,Product-242,Appliances,Laptops,Wissen,KG,55,58,1,9.849051098,-124,Germany,1.69311E+12
1244,Product-243,Electronics,Containers,WearMax,LT,124,34,92,4.967993057164392,53679,India,6.98888E+12
1245,Product-244,Kitchenware,Pants,HomePro,EA,42,82,53,1.030832892444569,10454,USA,7.85573E+12
1246,Product-245,Appliances,Pants,HomePro,KG,112,130,122,4.955712678324719,20786,Thailand,5.00115E+12
1247,Product-246,Electronics,Women,FastRun,PR,29,100,128,9.848733196384707,40848,Germany,7.85356E+12
1248,Product-247,Apparel,Tops,WearMax,PR,101,65,61,9.753250728433116,11082,India,2.35468E+12
1249,Product-248,Appliances,Containers,HeatPro,EA,108,31,85,3.1644848320051526,42123,Germany,3.69436E+12
1250,Product-249,Apparel,Laptops,WissenTech,KG,106,-1,40,2.328532487644574,38689,Germany,1.91801E+12
1251,Product-250,Electronics,Containers,FastRun,PR,61,-1,73,7.7384504919304415,30091,India,2.1773E+12
1252,Product-251,Kitchenware,Laptops,FastRun,PR,82,17,14,8.745728695,39549,Germany,9.19572E+12
1253,Product-252,Storage,Bottles,FastRun,EA,67,132,49,10.604924833481755,17937,INd,
1254,Product-253,Electronics,Containers,HomePro,PR,7,95,59,0.5710577178742242,27527,Thailand,4.34474E+12
1255,Product-254,Appliances,Containers,HomePro,KG,21,49,45,4.099146597410488,2368,China,8.53008E+12
1256,Product-255,Electronics,Laptops,Wissen,EA,40,116,41,10.600516574153183,49202,Germany,8.49384E+12
1257,Product-256,Footwear,Pants,Wissen,PR,26,100,121,9.124504280054655,29650,INd,5.04146E+12
