transaction_id,account_id,customer_id,transaction_date,posting_date,transaction_type,currency,amount,balance_after,status,merchant_name,merchant_category,country,reference_code,created_at,updated_at
cae30912-1aba-41fd-851d-89be5847004a,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,1215.0,43349.63,SUCCESS,Walmart,Electronics,DE,REF000034,2024-01-01 10:00:00,2024-01-01 10:05:00
f0c5cecf-c855-41ad-bd6e-3920bcb506ff,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,1121.02,44470.65,SUCCESS,Apple,Food,IN,REF000035,2024-01-01 10:00:00,2024-01-01 10:05:00
9a0138ff-7a4d-4ba8-8770-0ffcae4f6d61,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,1717.64,42753.01,SUCCESS,Apple,Food,IN,REF000036,2024-01-01 10:00:00,2024-01-01 10:05:00
5527bd2a-5346-4a31-8f83-40937b48f076,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,3270.32,46023.33,SUCCESS,Apple,Food,IN,REF000037,2024-01-01 10:00:00,2024-01-01 10:05:00
b0684573-842a-4aad-ad3f-fe7a6b1cb5cd,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,2339.71,43683.62,SUCCESS,Uber,Electronics,IN,REF000038,2024-01-01 10:00:00,2024-01-01 10:05:00
d2e44615-d425-4d42-b199-4ee1188840dc,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,4631.6,48315.22,SUCCESS,Apple,Retail,IN,REF000039,2024-01-01 10:00:00,2024-01-01 10:05:00
2c91d7ea-8fc0-4861-a8b9-3e5e5908bec3,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,2226.79,46088.43,SUCCESS,Apple,Food,IN,REF000040,2024-01-01 10:00:00,2024-01-01 10:05:00
7e3690ab-a9a6-41d8-9dc1-aff55fd3299e,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,1145.6,47234.03,SUCCESS,Uber,Transport,US,REF000041,2024-01-01 10:00:00,2024-01-01 10:05:00
228c8295-039a-41e2-8956-746596161cde,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,4502.42,42731.61,SUCCESS,Amazon,Transport,US,REF000042,2024-01-01 10:00:00,2024-01-01 10:05:00
d79743b8-b707-4a3c-8541-ee699efc761a,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,3020.38,39711.23,SUCCESS,Amazon,Food,DE,REF000043,2024-01-01 10:00:00,2024-01-01 10:05:00
74ec79fc-1979-434f-bfdc-2b0085c77175,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,1889.98,37821.25,SUCCESS,Walmart,Retail,IN,REF000044,2024-01-01 10:00:00,2024-01-01 10:05:00
bd49acf7-6179-4daa-8ff4-709951956823,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,1503.1,39324.35,SUCCESS,Walmart,Retail,US,REF000045,2024-01-01 10:00:00,2024-01-01 10:05:00
f40dbebc-8052-4603-ae4b-df39b0bd69d0,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,525.89,38798.46,SUCCESS,Amazon,Food,IN,REF000046,2024-01-01 10:00:00,2024-01-01 10:05:00
193c77bd-adc1-4fcd-b608-5023777fb287,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,1519.8,40318.26,SUCCESS,Uber,Transport,US,REF000047,2024-01-01 10:00:00,2024-01-01 10:05:00
6dc169d6-3cef-4822-9073-eff271347530,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,3138.75,43457.01,SUCCESS,Apple,Transport,DE,REF000048,2024-01-01 10:00:00,2024-01-01 10:05:00
56174a56-5c97-417a-812f-beddb49aa8e2,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,3877.43,39579.58,SUCCESS,Apple,Retail,IN,REF000049,2024-01-01 10:00:00,2024-01-01 10:05:00
9a2a9161-0a01-45a3-a6e6-4f63fd01090a,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,319.14,39260.44,SUCCESS,Starbucks,Retail,DE,REF000050,2024-01-01 10:00:00,2024-01-01 10:05:00
fb6540b0-98a9-423b-9ae1-e9922d015089,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,3782.53,35477.91,SUCCESS,Starbucks,Transport,IN,REF000051,2024-01-01 10:00:00,2024-01-01 10:05:00
11d9289c-fcca-439a-a2e5-2cfc0f701e13,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,1316.31,34161.6,SUCCESS,Uber,Retail,IN,REF000052,2024-01-01 10:00:00,2024-01-01 10:05:00
4f661cd4-6fdb-4232-ab0e-bfc22ebe2b09,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,508.51,33653.09,SUCCESS,Starbucks,Electronics,DE,REF000053,2024-01-01 10:00:00,2024-01-01 10:05:00
abecd5a6-6667-425d-9cb8-4bb86cf90733,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,2019.08,31634.01,SUCCESS,Starbucks,Electronics,DE,REF000054,2024-01-01 10:00:00,2024-01-01 10:05:00
a9dc6de3-e2c0-4cef-8901-a42ea663a922,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,3476.5,28157.51,SUCCESS,Amazon,Retail,IN,REF000055,2024-01-01 10:00:00,2024-01-01 10:05:00
c7f83f7f-6f93-498a-bfc2-059973fd12f9,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,4139.02,24018.49,SUCCESS,Amazon,Food,DE,REF000056,2024-01-01 10:00:00,2024-01-01 10:05:00
caf52968-59a6-4c7f-86aa-80f53c950e01,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,970.13,23048.36,SUCCESS,Amazon,Electronics,US,REF000057,2024-01-01 10:00:00,2024-01-01 10:05:00
6c3eb313-0823-41ed-bc19-c2d9490b97ee,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,1574.79,24623.15,SUCCESS,Uber,Transport,US,REF000058,2024-01-01 10:00:00,2024-01-01 10:05:00
042c0092-8902-4ae5-8e5b-0cfc02bf6185,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,4482.69,20140.46,SUCCESS,Uber,Food,IN,REF000059,2024-01-01 10:00:00,2024-01-01 10:05:00
473d820f-7727-4378-a93b-6646cb9a8146,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,4642.36,15498.1,SUCCESS,Walmart,Food,DE,REF000060,2024-01-01 10:00:00,2024-01-01 10:05:00
3f3c4591-b78c-4ed2-be44-4033ee5c424c,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,3438.04,12060.06,SUCCESS,Starbucks,Food,IN,REF000061,2024-01-01 10:00:00,2024-01-01 10:05:00
e44f6dfc-e908-4860-afb1-8d40374eee39,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,3896.62,8163.44,SUCCESS,Apple,Food,US,REF000062,2024-01-01 10:00:00,2024-01-01 10:05:00
02891324-b86d-4524-bfb8-beba1efe95fb,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,4489.75,12653.19,SUCCESS,Starbucks,Transport,IN,REF000063,2024-01-01 10:00:00,2024-01-01 10:05:00
85b826b4-f24e-4c8b-9734-a142c8224df0,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,1783.04,14436.23,SUCCESS,Amazon,Food,US,REF000064,2024-01-01 10:00:00,2024-01-01 10:05:00
d7868322-ff27-463b-9116-1d79de6785a6,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,3531.73,17967.96,SUCCESS,Amazon,Transport,US,REF000065,2024-01-01 10:00:00,2024-01-01 10:05:00
3a3a0ccc-e841-44bd-b17d-a086e4e1acd6,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,4182.36,13785.6,SUCCESS,Starbucks,Transport,DE,REF000066,2024-01-01 10:00:00,2024-01-01 10:05:00
f9856849-9fa6-4820-8f0e-a5f2faf0d4e5,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,4398.15,9387.45,SUCCESS,Uber,Electronics,DE,REF000067,2024-01-01 10:00:00,2024-01-01 10:05:00
dd7ab7b4-d1f5-4667-905d-7fe27c7feb6c,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,4854.09,14241.54,SUCCESS,Walmart,Food,DE,REF000068,2024-01-01 10:00:00,2024-01-01 10:05:00
d32e06f5-4947-4d9f-acdf-4aa5709b83cd,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,230.73,14472.27,SUCCESS,Apple,Electronics,DE,REF000069,2024-01-01 10:00:00,2024-01-01 10:05:00
522a2c8b-4271-4b40-84ba-1bea0cb0ec57,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,556.28,13915.99,SUCCESS,Starbucks,Retail,US,REF000070,2024-01-01 10:00:00,2024-01-01 10:05:00
ed6dbbc8-09a7-40d0-8d28-8f2bd63f1b89,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,1585.27,15501.26,SUCCESS,Amazon,Retail,IN,REF000071,2024-01-01 10:00:00,2024-01-01 10:05:00
d5f067e2-f06f-424e-80bc-45583c6be3af,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,3754.12,11747.14,SUCCESS,Apple,Food,US,REF000072,2024-01-01 10:00:00,2024-01-01 10:05:00
7fa82fcc-416a-4a98-8ee1-27a40fc441c0,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,2087.41,9659.73,SUCCESS,Amazon,Electronics,IN,REF000073,2024-01-01 10:00:00,2024-01-01 10:05:00
1e195143-8954-4c1a-b68a-76bc96547b35,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,1416.47,8243.26,SUCCESS,Apple,Electronics,US,REF000074,2024-01-01 10:00:00,2024-01-01 10:05:00
f82de92d-db41-46b3-9a90-8b606031b803,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,370.46,8613.72,SUCCESS,Apple,Retail,IN,REF000075,2024-01-01 10:00:00,2024-01-01 10:05:00
5c5ff91c-7d65-4b3e-bc71-c92a9862541d,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,865.98,7747.74,SUCCESS,Walmart,Food,US,REF000076,2024-01-01 10:00:00,2024-01-01 10:05:00
e72d70f7-905c-4814-b9a7-e6d70c548a33,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,3567.82,11315.56,SUCCESS,Starbucks,Transport,DE,REF000077,2024-01-01 10:00:00,2024-01-01 10:05:00
f5214d6d-5277-4452-9747-25a04f7c5fbb,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,4673.38,6642.18,SUCCESS,Uber,Transport,US,REF000078,2024-01-01 10:00:00,2024-01-01 10:05:00
7ed408f3-20f1-439e-b277-dafdfb99e66c,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,82.49,6724.67,SUCCESS,Apple,Electronics,DE,REF000079,2024-01-01 10:00:00,2024-01-01 10:05:00
cfe48fe7-4f92-41ba-862a-bb2395e6fa4d,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,877.77,5846.9,SUCCESS,Walmart,Retail,DE,REF000080,2024-01-01 10:00:00,2024-01-01 10:05:00
67925fb4-ba90-4b89-b5a6-84f9b342120f,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,1591.1,7438.0,SUCCESS,Apple,Transport,IN,REF000081,2024-01-01 10:00:00,2024-01-01 10:05:00
4086542e-ccd6-4d79-9ba2-6149f31ac9df,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,4819.09,2618.91,SUCCESS,Apple,Retail,DE,REF000082,2024-01-01 10:00:00,2024-01-01 10:05:00
1242bd3f-b876-47dd-a438-a679c92f0e2b,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,1514.91,1104.0,SUCCESS,Walmart,Electronics,DE,REF000083,2024-01-01 10:00:00,2024-01-01 10:05:00
b7e7138a-a610-4246-a65e-32fd8f7fe375,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,1475.49,2579.49,SUCCESS,Apple,Food,DE,REF000084,2024-01-01 10:00:00,2024-01-01 10:05:00
533dbc6b-518b-434a-af27-8e8dd60f7d91,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,4178.27,6757.76,SUCCESS,Apple,Electronics,US,REF000085,2024-01-01 10:00:00,2024-01-01 10:05:00
7f2e19ee-3ea7-4760-b7e8-d492376affc2,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,4158.69,10916.45,SUCCESS,Amazon,Transport,DE,REF000086,2024-01-01 10:00:00,2024-01-01 10:05:00
406de99e-40fc-40a6-9369-383f57eca876,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,3623.5,7292.95,SUCCESS,Walmart,Food,US,REF000087,2024-01-01 10:00:00,2024-01-01 10:05:00
1aee49fa-a29a-47c7-b6e2-b7b0d0d82d6f,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,2865.92,10158.87,SUCCESS,Starbucks,Electronics,US,REF000088,2024-01-01 10:00:00,2024-01-01 10:05:00
e57a326a-d0da-45fc-861e-df161fc7b86e,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,3165.47,13324.34,SUCCESS,Starbucks,Transport,IN,REF000089,2024-01-01 10:00:00,2024-01-01 10:05:00
1472f26b-91bf-4b1a-b288-1ddbc5f86262,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,1676.19,15000.53,SUCCESS,Starbucks,Transport,US,REF000090,2024-01-01 10:00:00,2024-01-01 10:05:00
6e48d42c-f720-4608-90d4-340eb8595605,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,1655.69,16656.22,SUCCESS,Walmart,Food,IN,REF000091,2024-01-01 10:00:00,2024-01-01 10:05:00
a9a542af-ca68-4114-bc0a-eda3125643a0,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,3875.69,20531.91,SUCCESS,Apple,Electronics,DE,REF000092,2024-01-01 10:00:00,2024-01-01 10:05:00
552b1fef-2736-4671-81ea-5707b17c539d,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,1055.51,19476.4,SUCCESS,Walmart,Transport,US,REF000093,2024-01-01 10:00:00,2024-01-01 10:05:00
317ea13a-d381-4f89-8222-2ac714a85f76,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,2675.17,16801.23,SUCCESS,Starbucks,Food,DE,REF000094,2024-01-01 10:00:00,2024-01-01 10:05:00
489aafe8-5a7c-4f35-b52a-b585901b376d,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,4589.19,12212.04,SUCCESS,Amazon,Electronics,US,REF000095,2024-01-01 10:00:00,2024-01-01 10:05:00
0fbe921c-6b8d-4d57-93ea-c5b393d7d0b4,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,4260.2,16472.24,SUCCESS,Walmart,Retail,IN,REF000096,2024-01-01 10:00:00,2024-01-01 10:05:00
87280918-32e5-4f4d-bb9e-d4d89004025e,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,1264.46,15207.78,SUCCESS,Uber,Transport,US,REF000097,2024-01-01 10:00:00,2024-01-01 10:05:00
a0c5880f-0117-44be-95d6-c5faf560e15d,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,786.2,15993.98,SUCCESS,Apple,Food,IN,REF000098,2024-01-01 10:00:00,2024-01-01 10:05:00
6b141697-2d43-41bf-bb5b-6a1e4a75d905,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,1786.13,14207.85,SUCCESS,Walmart,Transport,DE,REF000099,2024-01-01 10:00:00,2024-01-01 10:05:00
aaacd2f2-e7ef-4130-9455-0ebd6d5d92e2,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,2345.64,16553.49,SUCCESS,Starbucks,Transport,US,REF000100,2024-01-01 10:00:00,2024-01-01 10:05:00
9a9d2ae3-dceb-4b20-9c43-e8881659f899,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,USD,1277.37,15276.12,SUCCESS,Walmart,Food,IN,REF000101,2024-01-01 10:00:00,2024-01-01 10:05:00
76266954-876e-400f-ba7d-ba6766bc030c,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,2825.65,12450.47,SUCCESS,Amazon,Transport,DE,REF000102,2024-01-01 10:00:00,2024-01-01 10:05:00
324a627c-951b-4bd2-911b-f9d0e64a9622,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,1971.7,14422.17,SUCCESS,Starbucks,Transport,US,REF000103,2024-01-01 10:00:00,2024-01-01 10:05:00
624a22ed-7575-4c13-8983-8f44a4fe6b15,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,3210.85,11211.32,SUCCESS,Apple,Food,IN,REF000104,2024-01-01 10:00:00,2024-01-01 10:05:00
68b7513d-ae71-4481-9997-0664c2d2711a,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,2628.43,13839.75,SUCCESS,Uber,Retail,DE,REF000105,2024-01-01 10:00:00,2024-01-01 10:05:00
4c7ea3e9-c176-4ea6-b49e-4f12df7b1a2d,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,USD,2588.81,16428.56,SUCCESS,Starbucks,Retail,IN,REF000106,2024-01-01 10:00:00,2024-01-01 10:05:00
3ea5c370-6c84-460b-8529-1dbc48ab6e96,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,2911.65,13516.91,SUCCESS,Uber,Transport,DE,REF000107,2024-01-01 10:00:00,2024-01-01 10:05:00
d57f9453-af8f-4af6-83fe-2ee068d77069,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,EUR,2325.4,15842.31,SUCCESS,Walmart,Transport,IN,REF000108,2024-01-01 10:00:00,2024-01-01 10:05:00
8a0e61c6-41d9-4db8-b18a-e9d8fc596789,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,INR,2535.13,13307.18,SUCCESS,Amazon,Food,DE,REF000109,2024-01-01 10:00:00,2024-01-01 10:05:00
12d72fbe-5102-4f13-acf6-de88b0c0640e,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,2473.56,15780.74,SUCCESS,Uber,Food,US,REF000110,2024-01-01 10:00:00,2024-01-01 10:05:00
f9e64be0-9de6-4230-ad34-5609e5778bef,ACC1001,CUST9001,2024-01-01,2024-01-02,DEBIT,EUR,932.41,14848.33,SUCCESS,Apple,Electronics,US,REF000111,2024-01-01 10:00:00,2024-01-01 10:05:00
bf12e2cb-67ce-4fcd-93f5-8bdf36fe10e1,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,918.48,15766.81,SUCCESS,Amazon,Transport,DE,REF000112,2024-01-01 10:00:00,2024-01-01 10:05:00
dd42c2fa-e365-4952-bef0-8775a34e10ab,ACC1001,CUST9001,2024-01-01,2024-01-02,CREDIT,INR,4974.24,20741.05,SUCCESS,Walmart,Transport,DE,REF000113,2024-01-01 10:00:00,2024-01-01 10:05:00
