transaction_id,account_id,transaction_date,transaction_type,amount,currency,status,source_system
TXN0000058,ACC000058,2/28/2024,DEBIT,1072.5,USD,COMPLETED,ERP_CORE
TXN0000059,ACC000059,2/29/2024,CREDIT,1073.75,USD,COMPLETED,ERP_CORE
TXN0000060,ACC000060,3/1/2024,DEBIT,1075,USD,COMPLETED,ERP_CORE
TXN0000061,ACC000061,3/2/2024,CREDIT,1076.25,USD,COMPLETED,ERP_CORE
TXN0000062,ACC000062,3/3/2024,DEBIT,1077.5,USD,COMPLETED,ERP_CORE
TXN0000063,ACC000063,3/4/2024,CREDIT,1078.75,USD,COMPLETED,ERP_CORE
TXN0000064,ACC000064,3/5/2024,DEBIT,1080,USD,COMPLETED,ERP_CORE
TXN0000065,ACC000065,3/6/2024,CREDIT,1081.25,USD,COMPLETED,ERP_CORE
TXN0000066,ACC000066,3/7/2024,DEBIT,1082.5,USD,COMPLETED,ERP_CORE
TXN0000067,ACC000067,3/8/2024,CREDIT,1083.75,USD,COMPLETED,ERP_CORE
TXN0000068,ACC000068,3/9/2024,DEBIT,1085,USD,COMPLETED,ERP_CORE
TXN0000069,ACC000069,3/10/2024,CREDIT,1086.25,USD,COMPLETED,ERP_CORE
TXN0000070,ACC000070,3/11/2024,DEBIT,1087.5,USD,COMPLETED,ERP_CORE
TXN0000071,ACC000071,3/12/2024,CREDIT,1088.75,USD,COMPLETED,ERP_CORE
TXN0000072,ACC000072,3/13/2024,DEBIT,1090,USD,COMPLETED,ERP_CORE
TXN0000073,ACC000073,3/14/2024,CREDIT,1091.25,USD,COMPLETED,ERP_CORE
TXN0000074,ACC000074,3/15/2024,DEBIT,1092.5,USD,COMPLETED,ERP_CORE
TXN0000075,ACC000075,3/16/2024,CREDIT,1093.75,USD,COMPLETED,ERP_CORE
TXN0000076,ACC000076,3/17/2024,DEBIT,1095,USD,COMPLETED,ERP_CORE
TXN0000077,ACC000077,3/18/2024,CREDIT,1096.25,USD,COMPLETED,ERP_CORE
TXN0000078,ACC000078,3/19/2024,DEBIT,1097.5,USD,COMPLETED,ERP_CORE
TXN0000079,ACC000079,3/20/2024,CREDIT,1098.75,USD,COMPLETED,ERP_CORE
TXN0000080,ACC000080,3/21/2024,DEBIT,1100,USD,COMPLETED,ERP_CORE
TXN0000081,ACC000081,3/22/2024,CREDIT,1101.25,USD,COMPLETED,ERP_CORE
TXN0000082,ACC000082,3/23/2024,DEBIT,1102.5,USD,COMPLETED,ERP_CORE
TXN0000083,ACC000083,3/24/2024,CREDIT,1103.75,USD,COMPLETED,ERP_CORE
TXN0000084,ACC000084,3/25/2024,DEBIT,1105,USD,COMPLETED,ERP_CORE
TXN0000085,ACC000085,3/26/2024,CREDIT,1106.25,USD,COMPLETED,ERP_CORE
TXN0000086,ACC000086,3/27/2024,DEBIT,1107.5,USD,COMPLETED,ERP_CORE
TXN0000087,ACC000087,3/28/2024,CREDIT,1108.75,USD,COMPLETED,ERP_CORE
TXN0000088,ACC000088,3/29/2024,DEBIT,1110,USD,COMPLETED,ERP_CORE
TXN0000089,ACC000089,3/30/2024,CREDIT,1111.25,USD,COMPLETED,ERP_CORE
TXN0000090,ACC000090,3/31/2024,DEBIT,1112.5,USD,COMPLETED,ERP_CORE
TXN0000091,ACC000091,4/1/2024,CREDIT,1113.75,USD,COMPLETED,ERP_CORE
TXN0000092,ACC000092,4/2/2024,DEBIT,1115,USD,COMPLETED,ERP_CORE
TXN0000093,ACC000093,4/3/2024,CREDIT,1116.25,USD,COMPLETED,ERP_CORE
TXN0000094,ACC000094,4/4/2024,DEBIT,1117.5,USD,COMPLETED,ERP_CORE
TXN0000095,ACC000095,4/5/2024,CREDIT,1118.75,USD,COMPLETED,ERP_CORE
TXN0000096,ACC000096,4/6/2024,DEBIT,1120,USD,COMPLETED,ERP_CORE
TXN0000097,ACC000097,4/7/2024,CREDIT,1121.25,USD,COMPLETED,ERP_CORE
TXN0000098,ACC000098,4/8/2024,DEBIT,1122.5,USD,COMPLETED,ERP_CORE
TXN0000099,ACC000099,4/9/2024,CREDIT,1123.75,USD,COMPLETED,ERP_CORE
TXN0000100,ACC000100,4/10/2024,DEBIT,1125,USD,COMPLETED,ERP_CORE
TXN0000101,ACC000101,4/11/2024,CREDIT,1126.25,USD,COMPLETED,ERP_CORE
TXN0000102,ACC000102,4/12/2024,DEBIT,1127.5,USD,COMPLETED,ERP_CORE
TXN0000103,ACC000103,4/13/2024,CREDIT,1128.75,USD,COMPLETED,ERP_CORE
TXN0000104,ACC000104,4/14/2024,DEBIT,1130,USD,COMPLETED,ERP_CORE
TXN0000105,ACC000105,4/15/2024,CREDIT,1131.25,USD,COMPLETED,ERP_CORE
TXN0000106,ACC000106,4/16/2024,DEBIT,1132.5,USD,COMPLETED,ERP_CORE
TXN0000107,ACC000107,4/17/2024,CREDIT,1133.75,USD,COMPLETED,ERP_CORE
TXN0000108,ACC000108,4/18/2024,DEBIT,1135,USD,COMPLETED,ERP_CORE
TXN0000109,ACC000109,4/19/2024,CREDIT,1136.25,USD,COMPLETED,ERP_CORE
TXN0000110,ACC000110,4/20/2024,DEBIT,1137.5,USD,COMPLETED,ERP_CORE
TXN0000111,ACC000111,4/21/2024,CREDIT,1138.75,USD,COMPLETED,ERP_CORE
TXN0000112,ACC000112,4/22/2024,DEBIT,1140,USD,COMPLETED,ERP_CORE
TXN0000113,ACC000113,4/23/2024,CREDIT,1141.25,USD,COMPLETED,ERP_CORE
TXN0000114,ACC000114,4/24/2024,DEBIT,1142.5,USD,COMPLETED,ERP_CORE
TXN0000115,ACC000115,4/25/2024,CREDIT,1143.75,USD,COMPLETED,ERP_CORE
TXN0000116,ACC000116,4/26/2024,DEBIT,1145,USD,COMPLETED,ERP_CORE
TXN0000117,ACC000117,4/27/2024,CREDIT,1146.25,USD,COMPLETED,ERP_CORE
TXN0000118,ACC000118,4/28/2024,DEBIT,1147.5,USD,COMPLETED,ERP_CORE
TXN0000119,ACC000119,4/29/2024,CREDIT,1148.75,USD,COMPLETED,ERP_CORE
TXN0000120,ACC000120,4/30/2024,DEBIT,1150,USD,COMPLETED,ERP_CORE
TXN0000121,ACC000121,5/1/2024,CREDIT,1151.25,USD,COMPLETED,ERP_CORE
TXN0000122,ACC000122,5/2/2024,DEBIT,1152.5,USD,COMPLETED,ERP_CORE
TXN0000123,ACC000123,5/3/2024,CREDIT,1153.75,USD,COMPLETED,ERP_CORE
TXN0000124,ACC000124,5/4/2024,DEBIT,1155,USD,COMPLETED,ERP_CORE
TXN0000125,ACC000125,5/5/2024,CREDIT,1156.25,USD,COMPLETED,ERP_CORE
TXN0000126,ACC000126,5/6/2024,DEBIT,1157.5,USD,COMPLETED,ERP_CORE
TXN0000127,ACC000127,5/7/2024,CREDIT,1158.75,USD,COMPLETED,ERP_CORE
TXN0000128,ACC000128,5/8/2024,DEBIT,1160,USD,COMPLETED,ERP_CORE
TXN0000129,ACC000129,5/9/2024,CREDIT,1161.25,USD,COMPLETED,ERP_CORE
TXN0000130,ACC000130,5/10/2024,DEBIT,1162.5,USD,COMPLETED,ERP_CORE
TXN0000131,ACC000131,5/11/2024,CREDIT,1163.75,USD,COMPLETED,ERP_CORE
TXN0000132,ACC000132,5/12/2024,DEBIT,1165,USD,COMPLETED,ERP_CORE
TXN0000133,ACC000133,5/13/2024,CREDIT,1166.25,USD,COMPLETED,ERP_CORE
TXN0000134,ACC000134,5/14/2024,DEBIT,1167.5,USD,COMPLETED,ERP_CORE
TXN0000135,ACC000135,5/15/2024,CREDIT,1168.75,USD,COMPLETED,ERP_CORE
TXN0000136,ACC000136,5/16/2024,DEBIT,1170,USD,COMPLETED,ERP_CORE
TXN0000137,ACC000137,5/17/2024,CREDIT,1171.25,USD,COMPLETED,ERP_CORE
TXN0000138,ACC000138,5/18/2024,DEBIT,1172.5,USD,COMPLETED,ERP_CORE
TXN0000139,ACC000139,5/19/2024,CREDIT,1173.75,USD,COMPLETED,ERP_CORE
TXN0000140,ACC000140,5/20/2024,DEBIT,1175,USD,COMPLETED,ERP_CORE
TXN0000141,ACC000141,5/21/2024,CREDIT,1176.25,USD,COMPLETED,ERP_CORE
TXN0000142,ACC000142,5/22/2024,DEBIT,1177.5,USD,COMPLETED,ERP_CORE
TXN0000143,ACC000143,5/23/2024,CREDIT,1178.75,USD,COMPLETED,ERP_CORE
TXN0000144,ACC000144,5/24/2024,DEBIT,1180,USD,COMPLETED,ERP_CORE
TXN0000145,ACC000145,5/25/2024,CREDIT,1181.25,USD,COMPLETED,ERP_CORE
TXN0000146,ACC000146,5/26/2024,DEBIT,1182.5,USD,COMPLETED,ERP_CORE
TXN0000147,ACC000147,5/27/2024,CREDIT,1183.75,USD,COMPLETED,ERP_CORE
TXN0000148,ACC000148,5/28/2024,DEBIT,1185,USD,COMPLETED,ERP_CORE
TXN0000149,ACC000149,5/29/2024,CREDIT,1186.25,USD,COMPLETED,ERP_CORE
TXN0000150,ACC000150,5/30/2024,DEBIT,1187.5,USD,COMPLETED,ERP_CORE
TXN0000151,ACC000151,5/31/2024,CREDIT,1188.75,USD,COMPLETED,ERP_CORE
TXN0000152,ACC000152,6/1/2024,DEBIT,1190,USD,COMPLETED,ERP_CORE
TXN0000153,ACC000153,6/2/2024,CREDIT,1191.25,USD,COMPLETED,ERP_CORE
TXN0000154,ACC000154,6/3/2024,DEBIT,1192.5,USD,COMPLETED,ERP_CORE
TXN0000155,ACC000155,6/4/2024,CREDIT,1193.75,USD,COMPLETED,ERP_CORE
TXN0000156,ACC000156,6/5/2024,DEBIT,1195,USD,COMPLETED,ERP_CORE
TXN0000157,ACC000157,6/6/2024,CREDIT,1196.25,USD,COMPLETED,ERP_CORE
TXN0000158,ACC000158,6/7/2024,DEBIT,1197.5,USD,COMPLETED,ERP_CORE
TXN0000159,ACC000159,6/8/2024,CREDIT,1198.75,USD,COMPLETED,ERP_CORE
TXN0000160,ACC000160,6/9/2024,DEBIT,1200,USD,COMPLETED,ERP_CORE
TXN0000161,ACC000161,6/10/2024,CREDIT,1201.25,USD,COMPLETED,ERP_CORE
TXN0000162,ACC000162,6/11/2024,DEBIT,1202.5,USD,COMPLETED,ERP_CORE
TXN0000163,ACC000163,6/12/2024,CREDIT,1203.75,USD,COMPLETED,ERP_CORE
TXN0000164,ACC000164,6/13/2024,DEBIT,1205,USD,COMPLETED,ERP_CORE
TXN0000165,ACC000165,6/14/2024,CREDIT,1206.25,USD,COMPLETED,ERP_CORE
TXN0000166,ACC000166,6/15/2024,DEBIT,1207.5,USD,COMPLETED,ERP_CORE
TXN0000167,ACC000167,6/16/2024,CREDIT,1208.75,USD,COMPLETED,ERP_CORE
TXN0000168,ACC000168,6/17/2024,DEBIT,1210,USD,COMPLETED,ERP_CORE
TXN0000169,ACC000169,6/18/2024,CREDIT,1211.25,USD,COMPLETED,ERP_CORE
TXN0000170,ACC000170,6/19/2024,DEBIT,1212.5,USD,COMPLETED,ERP_CORE
TXN0000171,ACC000171,6/20/2024,CREDIT,1213.75,USD,COMPLETED,ERP_CORE
TXN0000172,ACC000172,6/21/2024,DEBIT,1215,USD,COMPLETED,ERP_CORE
TXN0000173,ACC000173,6/22/2024,CREDIT,1216.25,USD,COMPLETED,ERP_CORE
TXN0000174,ACC000174,6/23/2024,DEBIT,1217.5,USD,COMPLETED,ERP_CORE
TXN0000175,ACC000175,6/24/2024,CREDIT,1218.75,USD,COMPLETED,ERP_CORE
TXN0000176,ACC000176,6/25/2024,DEBIT,1220,USD,COMPLETED,ERP_CORE
TXN0000177,ACC000177,6/26/2024,CREDIT,1221.25,USD,COMPLETED,ERP_CORE
TXN0000178,ACC000178,6/27/2024,DEBIT,1222.5,USD,COMPLETED,ERP_CORE
TXN0000179,ACC000179,6/28/2024,CREDIT,1223.75,USD,COMPLETED,ERP_CORE
TXN0000180,ACC000180,6/29/2024,DEBIT,1225,USD,COMPLETED,ERP_CORE
TXN0000181,ACC000181,6/30/2024,CREDIT,1226.25,USD,COMPLETED,ERP_CORE
TXN0000182,ACC000182,7/1/2024,DEBIT,1227.5,USD,COMPLETED,ERP_CORE
TXN0000183,ACC000183,7/2/2024,CREDIT,1228.75,USD,COMPLETED,ERP_CORE
TXN0000184,ACC000184,7/3/2024,DEBIT,1230,USD,COMPLETED,ERP_CORE
TXN0000185,ACC000185,7/4/2024,CREDIT,1231.25,USD,COMPLETED,ERP_CORE
TXN0000186,ACC000186,7/5/2024,DEBIT,1232.5,USD,COMPLETED,ERP_CORE
TXN0000187,ACC000187,7/6/2024,CREDIT,1233.75,USD,COMPLETED,ERP_CORE
TXN0000188,ACC000188,7/7/2024,DEBIT,1235,USD,COMPLETED,ERP_CORE
TXN0000189,ACC000189,7/8/2024,CREDIT,1236.25,USD,COMPLETED,ERP_CORE
TXN0000190,ACC000190,7/9/2024,DEBIT,1237.5,USD,COMPLETED,ERP_CORE
TXN0000191,ACC000191,7/10/2024,CREDIT,1238.75,USD,COMPLETED,ERP_CORE
TXN0000192,ACC000192,7/11/2024,DEBIT,1240,USD,COMPLETED,ERP_CORE
TXN0000193,ACC000193,7/12/2024,CREDIT,1241.25,USD,COMPLETED,ERP_CORE
TXN0000194,ACC000194,7/13/2024,DEBIT,1242.5,USD,COMPLETED,ERP_CORE
TXN0000195,ACC000195,7/14/2024,CREDIT,1243.75,USD,COMPLETED,ERP_CORE
TXN0000196,ACC000196,7/15/2024,DEBIT,1245,USD,COMPLETED,ERP_CORE
TXN0000197,ACC000197,7/16/2024,CREDIT,1246.25,USD,COMPLETED,ERP_CORE
TXN0000198,ACC000198,7/17/2024,DEBIT,1247.5,USD,COMPLETED,ERP_CORE
TXN0000199,ACC000199,7/18/2024,CREDIT,1248.75,USD,COMPLETED,ERP_CORE
TXN0000200,ACC000200,7/19/2024,DEBIT,1250,USD,COMPLETED,ERP_CORE
TXN0000201,ACC000201,7/20/2024,CREDIT,1251.25,USD,COMPLETED,ERP_CORE
TXN0000202,ACC000202,7/21/2024,DEBIT,1252.5,USD,COMPLETED,ERP_CORE
TXN0000203,ACC000203,7/22/2024,CREDIT,1253.75,USD,COMPLETED,ERP_CORE
TXN0000204,ACC000204,7/23/2024,DEBIT,1255,USD,COMPLETED,ERP_CORE
TXN0000205,ACC000205,7/24/2024,CREDIT,1256.25,USD,COMPLETED,ERP_CORE
TXN0000206,ACC000206,7/25/2024,DEBIT,1257.5,USD,COMPLETED,ERP_CORE
TXN0000207,ACC000207,7/26/2024,CREDIT,1258.75,USD,COMPLETED,ERP_CORE
TXN0000208,ACC000208,7/27/2024,DEBIT,1260,USD,COMPLETED,ERP_CORE
TXN0000209,ACC000209,7/28/2024,CREDIT,1261.25,USD,COMPLETED,ERP_CORE
TXN0000210,ACC000210,7/29/2024,DEBIT,1262.5,USD,COMPLETED,ERP_CORE
TXN0000211,ACC000211,7/30/2024,CREDIT,1263.75,USD,COMPLETED,ERP_CORE
TXN0000212,ACC000212,7/31/2024,DEBIT,1265,USD,COMPLETED,ERP_CORE
TXN0000213,ACC000213,8/1/2024,CREDIT,1266.25,USD,COMPLETED,ERP_CORE
TXN0000214,ACC000214,8/2/2024,DEBIT,1267.5,USD,COMPLETED,ERP_CORE
TXN0000215,ACC000215,8/3/2024,CREDIT,1268.75,USD,COMPLETED,ERP_CORE
TXN0000216,ACC000216,8/4/2024,DEBIT,1270,USD,COMPLETED,ERP_CORE
TXN0000217,ACC000217,8/5/2024,CREDIT,1271.25,USD,COMPLETED,ERP_CORE
TXN0000218,ACC000218,8/6/2024,DEBIT,1272.5,USD,COMPLETED,ERP_CORE
TXN0000219,ACC000219,8/7/2024,CREDIT,1273.75,USD,COMPLETED,ERP_CORE
TXN0000220,ACC000220,8/8/2024,DEBIT,1275,USD,COMPLETED,ERP_CORE
TXN0000221,ACC000221,8/9/2024,CREDIT,1276.25,USD,COMPLETED,ERP_CORE
TXN0000222,ACC000222,8/10/2024,DEBIT,1277.5,USD,COMPLETED,ERP_CORE
TXN0000223,ACC000223,8/11/2024,CREDIT,1278.75,USD,COMPLETED,ERP_CORE
TXN0000224,ACC000224,8/12/2024,DEBIT,1280,USD,COMPLETED,ERP_CORE
TXN0000225,ACC000225,8/13/2024,CREDIT,1281.25,USD,COMPLETED,ERP_CORE
TXN0000226,ACC000226,8/14/2024,DEBIT,1282.5,USD,COMPLETED,ERP_CORE
TXN0000227,ACC000227,8/15/2024,CREDIT,1283.75,USD,COMPLETED,ERP_CORE
TXN0000228,ACC000228,8/16/2024,DEBIT,1285,USD,COMPLETED,ERP_CORE
TXN0000229,ACC000229,8/17/2024,CREDIT,1286.25,USD,COMPLETED,ERP_CORE
TXN0000230,ACC000230,8/18/2024,DEBIT,1287.5,USD,COMPLETED,ERP_CORE
TXN0000231,ACC000231,8/19/2024,CREDIT,1288.75,USD,COMPLETED,ERP_CORE
TXN0000232,ACC000232,8/20/2024,DEBIT,1290,USD,COMPLETED,ERP_CORE
TXN0000233,ACC000233,8/21/2024,CREDIT,1291.25,USD,COMPLETED,ERP_CORE
TXN0000234,ACC000234,8/22/2024,DEBIT,1292.5,USD,COMPLETED,ERP_CORE
TXN0000235,ACC000235,8/23/2024,CREDIT,1293.75,USD,COMPLETED,ERP_CORE
TXN0000236,ACC000236,8/24/2024,DEBIT,1295,USD,COMPLETED,ERP_CORE
TXN0000237,ACC000237,8/25/2024,CREDIT,1296.25,USD,COMPLETED,ERP_CORE
TXN0000238,ACC000238,8/26/2024,DEBIT,1297.5,USD,COMPLETED,ERP_CORE
TXN0000239,ACC000239,8/27/2024,CREDIT,1298.75,USD,COMPLETED,ERP_CORE
TXN0000240,ACC000240,8/28/2024,DEBIT,1300,USD,COMPLETED,ERP_CORE
TXN0000241,ACC000241,8/29/2024,CREDIT,1301.25,USD,COMPLETED,ERP_CORE
TXN0000242,ACC000242,8/30/2024,DEBIT,1302.5,USD,COMPLETED,ERP_CORE
TXN0000243,ACC000243,8/31/2024,CREDIT,1303.75,USD,COMPLETED,ERP_CORE
TXN0000244,ACC000244,9/1/2024,DEBIT,1305,USD,COMPLETED,ERP_CORE
TXN0000245,ACC000245,9/2/2024,CREDIT,1306.25,USD,COMPLETED,ERP_CORE
TXN0000246,ACC000246,9/3/2024,DEBIT,1307.5,USD,COMPLETED,ERP_CORE
TXN0000247,ACC000247,9/4/2024,CREDIT,1308.75,USD,COMPLETED,ERP_CORE
TXN0000248,ACC000248,9/5/2024,DEBIT,1310,USD,COMPLETED,ERP_CORE
TXN0000249,ACC000249,9/6/2024,CREDIT,1311.25,USD,COMPLETED,ERP_CORE
TXN0000250,ACC000250,9/7/2024,DEBIT,1312.5,USD,COMPLETED,ERP_CORE
TXN0000251,ACC000251,9/8/2024,CREDIT,1313.75,USD,COMPLETED,ERP_CORE
TXN0000252,ACC000252,9/9/2024,DEBIT,1315,USD,COMPLETED,ERP_CORE
TXN0000253,ACC000253,9/10/2024,CREDIT,1316.25,USD,COMPLETED,ERP_CORE
TXN0000254,ACC000254,9/11/2024,DEBIT,1317.5,USD,COMPLETED,ERP_CORE
TXN0000255,ACC000255,9/12/2024,CREDIT,1318.75,USD,COMPLETED,ERP_CORE
TXN0000256,ACC000256,9/13/2024,DEBIT,1320,USD,COMPLETED,ERP_CORE
TXN0000257,ACC000257,9/14/2024,CREDIT,1321.25,USD,COMPLETED,ERP_CORE
TXN0000258,ACC000258,9/15/2024,DEBIT,1322.5,USD,COMPLETED,ERP_CORE
TXN0000259,ACC000259,9/16/2024,CREDIT,1323.75,USD,COMPLETED,ERP_CORE
TXN0000260,ACC000260,9/17/2024,DEBIT,1325,USD,COMPLETED,ERP_CORE
TXN0000261,ACC000261,9/18/2024,CREDIT,1326.25,USD,COMPLETED,ERP_CORE
TXN0000262,ACC000262,9/19/2024,DEBIT,1327.5,USD,COMPLETED,ERP_CORE
TXN0000263,ACC000263,9/20/2024,CREDIT,1328.75,USD,COMPLETED,ERP_CORE
TXN0000264,ACC000264,9/21/2024,DEBIT,1330,USD,COMPLETED,ERP_CORE
TXN0000265,ACC000265,9/22/2024,CREDIT,1331.25,USD,COMPLETED,ERP_CORE
TXN0000266,ACC000266,9/23/2024,DEBIT,1332.5,USD,COMPLETED,ERP_CORE
TXN0000267,ACC000267,9/24/2024,CREDIT,1333.75,USD,COMPLETED,ERP_CORE
TXN0000268,ACC000268,9/25/2024,DEBIT,1335,USD,COMPLETED,ERP_CORE
TXN0000269,ACC000269,9/26/2024,CREDIT,1336.25,USD,COMPLETED,ERP_CORE
TXN0000270,ACC000270,9/27/2024,DEBIT,1337.5,USD,COMPLETED,ERP_CORE
TXN0000271,ACC000271,9/28/2024,CREDIT,1338.75,USD,COMPLETED,ERP_CORE
TXN0000272,ACC000272,9/29/2024,DEBIT,1340,USD,COMPLETED,ERP_CORE
TXN0000273,ACC000273,9/30/2024,CREDIT,1341.25,USD,COMPLETED,ERP_CORE
TXN0000274,ACC000274,10/1/2024,DEBIT,1342.5,USD,COMPLETED,ERP_CORE
TXN0000275,ACC000275,10/2/2024,CREDIT,1343.75,USD,COMPLETED,ERP_CORE
TXN0000276,ACC000276,10/3/2024,DEBIT,1345,USD,COMPLETED,ERP_CORE
TXN0000277,ACC000277,10/4/2024,CREDIT,1346.25,USD,COMPLETED,ERP_CORE
TXN0000278,ACC000278,10/5/2024,DEBIT,1347.5,USD,COMPLETED,ERP_CORE
TXN0000279,ACC000279,10/6/2024,CREDIT,1348.75,USD,COMPLETED,ERP_CORE
TXN0000280,ACC000280,10/7/2024,DEBIT,1350,USD,COMPLETED,ERP_CORE
TXN0000281,ACC000281,10/8/2024,CREDIT,1351.25,USD,COMPLETED,ERP_CORE
TXN0000282,ACC000282,10/9/2024,DEBIT,1352.5,USD,COMPLETED,ERP_CORE
TXN0000283,ACC000283,10/10/2024,CREDIT,1353.75,USD,COMPLETED,ERP_CORE
TXN0000284,ACC000284,10/11/2024,DEBIT,1355,USD,COMPLETED,ERP_CORE
TXN0000285,ACC000285,10/12/2024,CREDIT,1356.25,USD,COMPLETED,ERP_CORE
TXN0000286,ACC000286,10/13/2024,DEBIT,1357.5,USD,COMPLETED,ERP_CORE
TXN0000287,ACC000287,10/14/2024,CREDIT,1358.75,USD,COMPLETED,ERP_CORE
